A	ఆ
prAMtAnni	ప్రాంతాన్ని
prAMtaM	ప్రాంతం
prAMtaMlO	ప్రాంతంలో
prAMtaMlOnE	ప్రాంతంలోనే
prANAlu	ప్రాణాలు
prANAmAya	ప్రాణామాయ
prANAyAmAniki	ప్రాణాయామానికి
prANAyAmaM	ప్రాణాయామం
prANa	ప్రాణ
prANaM	ప్రాణం
prANasakhi	ప్రాణసఖి
prASastyAnni	ప్రాశస్త్యాన్ని
prASastyaM	ప్రాశస్త్యం
prASastyamunna	ప్రాశస్త్యమున్న
prAcInakAlaMlO	ప్రాచీనకాలంలో
prAcInamaina	ప్రాచీనమైన
prAcuryaMlO	ప్రాచుర్యంలో
prAdhAnyAlu	ప్రాధాన్యాలు
prAdhAnyAnni	ప్రాధాన్యాన్ని
prAdhAnyaM	ప్రాధాన్యం
prAdhAnyamuMdi	ప్రాధాన్యముంది
prAdhAnyatanu	ప్రాధాన్యతను
prAkArAla	ప్రాకారాల
prAkArAlu	ప్రాకారాలు
prAkAra	ప్రాకార
prAkAraM	ప్రాకారం
prAkAraMlO	ప్రాకారంలో
prAkAraMlOni	ప్రాకారంలోని
prAkRta	ప్రాకృత
prAmukhyaM	ప్రాముఖ్యం
prApti	ప్రాప్తి
prAraMbhaM	ప్రారంభం
prAraMbhamai	ప్రారంభమై
prAraMbhiMcAru	ప్రారంభించారు
prAsthaTik	ప్రాస్థటిక్
prAthamika	ప్రాథమిక
prAthamikaMgA	ప్రాథమికంగా
prEmAspadamainadani	ప్రేమాస్పదమైనదని
prEmAspadanamaina	ప్రేమాస్పదనమైన
prEma	ప్రేమ
prEmagA	ప్రేమగా
prEmalU	ప్రేమలూ
prEmatO	ప్రేమతో
prErEpistAyi	ప్రేరేపిస్తాయి
prEraNalu	ప్రేరణలు
prEyasi	ప్రేయసి
prIpeyiD	ప్రీపెయిడ్
prItigala	ప్రీతిగల
prItikaraMgA	ప్రీతికరంగా
prItipAtramani	ప్రీతిపాత్రమని
prOdbalaMtO	ప్రోద్బలంతో
prOktaMgA	ప్రోక్తంగా
prOsthesis	ప్రోస్థెసిస్
prOtsahistuMdi	ప్రోత్సహిస్తుంది
praLayahElaku	ప్రళయహేలకు
praNALika	ప్రణాళిక
praNALikaku	ప్రణాళికకు
praNatulaMdukonE	ప్రణతులందుకొనే
praSAMta	ప్రశాంత
praSAMtaMgA	ప్రశాంతంగా
praSAMtamaina	ప్రశాంతమైన
praSAMtatE	ప్రశాంతతే
praSAMtata	ప్రశాంతత
praSAMtataku	ప్రశాంతతకు
praSAMtatanu	ప్రశాంతతను
praSastiki	ప్రశస్తికి
praSnAvaLilu	ప్రశ్నావళిలు
praSnalu	ప్రశ్నలు
prabhAvaM	ప్రభావం
prabhAvitaM	ప్రభావితం
prabhutvAlakU	ప్రభుత్వాలకూ
prabhutvAlu	ప్రభుత్వాలు
prabhutvaM	ప్రభుత్వం
prabhuvaina	ప్రభువైన
pracAraM	ప్రచారం
pracAraMlOki	ప్రచారంలోకి
pradESAlaku	ప్రదేశాలకు
pradESAlanniTinI	ప్రదేశాలన్నిటినీ
pradESAlanu	ప్రదేశాలను
pradESaM	ప్రదేశం
pradESaMlO	ప్రదేశంలో
pradakshiNa	ప్రదక్షిణ
pradakshiNala	ప్రదక్షిణల
pradarSiMcani	ప్రదర్శించని
pradarSistunnAmA	ప్రదర్శిస్తున్నామా
pradhAnAlayaM	ప్రధానాలయం
pradhAnAlayaMtO	ప్రధానాలయంతో
pradhAna	ప్రధాన
pradhAnaMgA	ప్రధానంగా
pradhAnamaMtri	ప్రధానమంత్రి
pradhAnamaina	ప్రధానమైన
pradhAnamani	ప్రధానమని
pradhAni	ప్రధాని
pragADha	ప్రగాఢ
praharI	ప్రహరీ
prahlAdavaraduDu	ప్రహ్లాదవరదుడు
praivETu	ప్రైవేటు
prajApati	ప్రజాపతి
prajala	ప్రజల
prajalakO	ప్రజలకో
prajalaku	ప్రజలకు
prajallO	ప్రజల్లో
prajalu	ప్రజలు
prakAraM	ప్రకారం
prakRti	ప్రకృతి
prakRtiki	ప్రకృతికి
prakaTana	ప్రకటన
prakaTiMcAru	ప్రకటించారు
prakaTiMcina	ప్రకటించిన
prakaTistuMTuMdi	ప్రకటిస్తుంటుంది
prakriya	ప్రక్రియ
prakriyalO	ప్రక్రియలో
prakriyanu	ప్రక్రియను
prakriyapai	ప్రక్రియపై
pramAdAlanu	ప్రమాదాలను
pramAdaM	ప్రమాదం
pramAdaMlO	ప్రమాదంలో
pramAdakara	ప్రమాదకర
pramAdamuMdi	ప్రమాదముంది
pramukhaMgA	ప్రముఖంగా
prapaMcAniki	ప్రపంచానికి
prapaMca	ప్రపంచ
prapaMcaM	ప్రపంచం
prapaMcaMlOki	ప్రపంచంలోకి
prapaMcavyAptaMgA	ప్రపంచవ్యాప్తంగా
prapattulatO	ప్రపత్తులతో
prasAdAnni	ప్రసాదాన్ని
prasAda	ప్రసాద
prasAdistADu	ప్రసాదిస్తాడు
prasAraM	ప్రసారం
prasiddha	ప్రసిద్ధ
prasiddhamai	ప్రసిద్ధమై
prasiddhi	ప్రసిద్ధి
prasiddigAMcina	ప్రసిద్దిగాంచిన
prastAvana	ప్రస్తావన
prastuta	ప్రస్తుత
prastutaM	ప్రస్తుతం
pratAparudruDi	ప్రతాపరుద్రుడి
pratI	ప్రతీ
pratIkAtmakaMgA	ప్రతీకాత్మకంగా
pratIti	ప్రతీతి
pratIyETA	ప్రతీయేటా
prathama	ప్రథమ
pratikUla	ప్రతికూల
pratimalu	ప్రతిమలు
pratiokkarU	ప్రతిఒక్కరూ
pratiphalaM	ప్రతిఫలం
pratiphaliMciMdi	ప్రతిఫలించింది
pratirOjU	ప్రతిరోజూ
pratishThA	ప్రతిష్ఠా
pratishThAtmakamaina	ప్రతిష్ఠాత్మకమైన
pratishThiMcADaTa	ప్రతిష్ఠించాడట
pratishThiMcAru	ప్రతిష్ఠించారు
pratishThiMciMdaTa	ప్రతిష్ఠించిందట
pratishThitamaina	ప్రతిష్ఠితమైన
pratishThituDainaMduku	ప్రతిష్ఠితుడైనందుకు
pratyEka	ప్రత్యేక
pratyEkaMgA	ప్రత్యేకంగా
pratyEkamaina	ప్రత్యేకమైన
pratyEkata	ప్రత్యేకత
pratyakshaM	ప్రత్యక్షం
pratyakshaMgA	ప్రత్యక్షంగా
pravESAlaku	ప్రవేశాలకు
pravESAniki	ప్రవేశానికి
pravESa	ప్రవేశ
pravESaM	ప్రవేశం
pravESamArgaMlO	ప్రవేశమార్గంలో
pravESaparIkshala	ప్రవేశపరీక్షల
pravESiMcE	ప్రవేశించే
pravESiMcaTaM	ప్రవేశించటం
pravESiMcavaccu	ప్రవేశించవచ్చు
pravESistE	ప్రవేశిస్తే
pravRtti	ప్రవృత్తి
pravahistOnna	ప్రవహిస్తోన్న
pravahistU	ప్రవహిస్తూ
pravahistunna	ప్రవహిస్తున్న
pravartanalannI	ప్రవర్తనలన్నీ
pravartiMcaTaM	ప్రవర్తించటం
prayANa	ప్రయాణ
prayOjanAlEMTi	ప్రయోజనాలేంటి
prayOjanAlEmainA	ప్రయోజనాలేమైనా
prayOjanAlU	ప్రయోజనాలూ
prayOjanAlu	ప్రయోజనాలు
prayOjanAlunnaMdunE	ప్రయోజనాలున్నందునే
prayOjanaM	ప్రయోజనం
prayOjanamU	ప్రయోజనమూ
prayatnaM	ప్రయత్నం
prayatniMcADu	ప్రయత్నించాడు
prayatnistAru	ప్రయత్నిస్తారు
priyamainavi	ప్రియమైనవి
priyanEstaM	ప్రియనేస్తం
puMjukOdu	పుంజుకోదు
puMjukuMTuMdi	పుంజుకుంటుంది
puNyaM	పుణ్యం
puNyakshEtrAllO	పుణ్యక్షేత్రాల్లో
puNyakshEtraM	పుణ్యక్షేత్రం
puNyakshEtramidi	పుణ్యక్షేత్రమిది
puNyalOka	పుణ్యలోక
puNyasnAnAlu	పుణ్యస్నానాలు
puTTa	పుట్ట
puTTalA	పుట్టలా
puTTalEdu	పుట్టలేదు
puTTaluMDEvEmO	పుట్టలుండేవేమో
puTTukoccAyi	పుట్టుకొచ్చాయి
puTTukocciMdi	పుట్టుకొచ్చింది
puTTukostuMTAyi	పుట్టుకొస్తుంటాయి
punaHpratishTha	పునఃప్రతిష్ఠ
punaHpratishThiMcinaTlu	పునఃప్రతిష్ఠించినట్లు
punaruddharaNa	పునరుద్ధరణ
punaruddhariMcADani	పునరుద్ధరించాడని
punaruddhariMcukOlEkapOvaccu	పునరుద్ధరించుకోలేకపోవచ్చు
punarutpatti	పునరుత్పత్తి
punarutpattiki	పునరుత్పత్తికి
purANAlu	పురాణాలు
purANOkti	పురాణోక్తి
purANa	పురాణ
purANaM	పురాణం
purANaMdakshayajJa	పురాణందక్షయజ్ఞ
purAtanamainadE	పురాతనమైనదే
purOgamanAnni	పురోగమనాన్ని
purOgamiMciMdi	పురోగమించింది
purOgamistunna	పురోగమిస్తున్న
purOgati	పురోగతి
purigolputuMTAyi	పురిగొల్పుతుంటాయి
purushAMga	పురుషాంగ
purushAMgaMlOki	పురుషాంగంలోకి
purushAdhikyatatO	పురుషాధిక్యతతో
purusha	పురుష
purushatvAniki	పురుషత్వానికి
purushatvaM	పురుషత్వం
purushuDiki	పురుషుడికి
purushulE	పురుషులే
purushulakE	పురుషులకే
purushullO	పురుషుల్లో
purushulu	పురుషులు
pushTiniccE	పుష్టినిచ్చే
pushkariNi	పుష్కరిణి
pushkariNigA	పుష్కరిణిగా
pushkariNiki	పుష్కరిణికి
pushkariNilO	పుష్కరిణిలో
pushkariNilOki	పుష్కరిణిలోకి
pushkariNinE	పుష్కరిణినే
pushpArcana	పుష్పార్చన
pustakAlanu	పుస్తకాలను
pustakAlatO	పుస్తకాలతో
pustakAllO	పుస్తకాల్లో
pustakAlu	పుస్తకాలు
pustakaM	పుస్తకం
putU	పుతూ
puvvulu	పువ్వులు
rALlE	రాళ్లే
rALla	రాళ్ల
rALlalO	రాళ్లలో
rALlu	రాళ్లు
rASAru	రాశారు
rAbOyE	రాబోయే
rAcapratinidhO	రాచప్రతినిధో
rAgalavanEdAnipai	రాగలవనేదానిపై
rAhityAniki	రాహిత్యానికి
rAhityamannadi	రాహిత్యమన్నది
rAjA	రాజా
rAjEMdracOLa	రాజేంద్రచోళ
rAjEMdracOLuni	రాజేంద్రచోళుని
rAja	రాజ
rAjadhAni	రాజధాని
rAjadhAnigA	రాజధానిగా
rAjagOpurAlatO	రాజగోపురాలతో
rAjagOpurAniki	రాజగోపురానికి
rAjamaMDri	రాజమండ్రి
rAjamaMDriki	రాజమండ్రికి
rAjarAjESvarI	రాజరాజేశ్వరీ
rAjarAja	రాజరాజ
rAjarAjanarEMdruDiki	రాజరాజనరేంద్రుడికి
rAjula	రాజుల
rAjulu	రాజులు
rAjyAnni	రాజ్యాన్ని
rAjyamElutunnAyi	రాజ్యమేలుతున్నాయి
rAjyavistaraNalO	రాజ్యవిస్తరణలో
rAkamuMdE	రాకముందే
rAkapOkalaku	రాకపోకలకు
rAkapOyinA	రాకపోయినా
rAkuMDA	రాకుండా
rAmaliMgESvarasvAmi	రామలింగేశ్వరస్వామి
rAnivvaddu	రానివ్వద్దు
rAsE	రాసే
rAshTrAla	రాష్ట్రాల
rAshTra	రాష్ట్ర
rAshTraMlOni	రాష్ట్రంలోని
rAsi	రాసి
rAti	రాతి
rAtiSilalanu	రాతిశిలలను
rAtigODalatO	రాతిగోడలతో
rAtimeTlu	రాతిమెట్లు
rAtrE	రాత్రే
rAtri	రాత్రి
rAtriki	రాత్రికి
rAvAli	రావాలి
rAvAlsi	రావాల్సి
rAvAlsina	రావాల్సిన
rAvEmO	రావేమో
rAvaDAniki	రావడానికి
rAvaTaM	రావటం
rAvaccO	రావచ్చో
rAvoccu	రావొచ్చు
rAyaTaM	రాయటం
rAyalavAri	రాయలవారి
rAyalavAru	రాయలవారు
rAyalu	రాయలు
rAyaluki	రాయలుకి
rAyan	రాయన్
rAyitI	రాయితీ
rAyitIpai	రాయితీపై
rAyitItO	రాయితీతో
rENiguMTa	రేణిగుంట
rENukA	రేణుకా
rENukAMbagA	రేణుకాంబగా
rENuka	రేణుక
rEgutOMdO	రేగుతోందో
rEgutunna	రేగుతున్న
rEkettiMcaTaM	రేకెత్తించటం
rEpE	రేపే
rEpaTi	రేపటి
rItilO	రీతిలో
rODDu	రోడ్డు
rOgAla	రోగాల
rOga	రోగ
rOganirOdhakaSakti	రోగనిరోధకశక్తి
rOganirOdhakavyavasthanu	రోగనిరోధకవ్యవస్థను
rOgulaku	రోగులకు
rOgulu	రోగులు
rOjU	రోజూ
rOjaMtA	రోజంతా
rOju	రోజు
rOjukArOju	రోజుకారోజు
rOjuku	రోజుకు
rOjulO	రోజులో
rOjulU	రోజులూ
rOjula	రోజుల
rOjulaku	రోజులకు
rOjulapATu	రోజులపాటు
rOjullO	రోజుల్లో
